"Mineral Name","Mineral Name (plain)","RRUFF Chemistry (concise)","IMA Chemistry (concise)"
"Rabbittite","Rabbittite","Ca_3_Mg_3_(UO_2_)_2_(CO_3_)_6_(OH)_4_·18H_2_O","Ca_3_Mg_3_(UO_2_)_2_(CO_3_)_6_(OH)_4_·18H_2_O"
"Rabejacite","Rabejacite","Ca_2_(U^6+^O_2_)_4_O_4_(S^6+^O_4_)_2_·8H_2_O","Ca_2_[(UO_2_)_4_O_4_(SO_4_)_2_](H_2_O)_8_"
"Raberite","Raberite","Tl_5_Ag_4_As_6_SbS_15_","Tl_5_Ag_4_As_6_SbS_15_"
"Radekškodaite-(La)","Radekskodaite-(La)","(CaLa^3+^_5_)(Al_4_Fe^2+^)[Si_2_O_7_][SiO_4_]_5_O(OH)_3_","(CaLa_5_)(Al_4_Fe^2+^)[Si_2_O_7_][SiO_4_]_5_O(OH)_3_"
"Radhakrishnaite","Radhakrishnaite","PbTe_3_(Cl,S)_2_","PbTe_3_(Cl,S)_2_"
"Radovanite","Radovanite","Cu^2+^_2_Fe^3+^(As^3+^O_2_OH)_2_(As^5+^O_4_)·H_2_O","Cu_2_Fe^3+^[As^5+^O_4_][As^3+^O_2_(OH)]_2_·H_2_O"
"Radtkeite","Radtkeite","Hg^2+^_3_S^2-^_2_Cl^1-^I^1-^","Hg_3_S_2_ClI"
"Raguinite","Raguinite","TlFeS_2_","TlFeS_2_"
"Raisaite","Raisaite","Cu^2+^Mg[Te^6+^O_4_(OH)_2_]·6H_2_O","CuMg[Te^6+^O_4_(OH)_2_]·6H_2_O"
"Raite","Raite","Na_3_Mn^2+^_3_Ti^4+^_0.25_Si_8_O_20_(OH)_2_·10H_2_O","Na_3_Mn^2+^_3_Ti_0.25_(Si_8_O_20_)(OH)_2_·10H_2_O"
"Rajite","Rajite","Cu^2+^Te^4+^_2_O_5_","CuTe^4+^_2_O_5_"
"Rakovanite","Rakovanite","Na_3_H_3_V^5+^_10_O_28_·15H_2_O","Na_3_{H_3_[V_10_O_28_]}·15H_2_O"
"Ralphcannonite","Ralphcannonite","Ag^1+^Zn^2+^_2_Tl^1+^As^3+^_2_S^2-^_6_","AgZn_2_TlAs_2_S_6_"
"Ramaccioniite","Ramaccioniite","Cu^2+^_4_[Se^6+^O_4_](OH)_6_","Cu_4_[SeO_4_](OH)_6_"
"Ramanite-(Cs)","Ramanite-(Cs)","CsB_5_O_6_(OH)_4_·2H_2_O","CsB_5_O_6_(OH)_4_·2H_2_O"
"Ramanite-(Rb)","Ramanite-(Rb)","RbB_5_O_6_(OH)_4_·2H_2_O","RbB_5_O_6_(OH)_4_·2H_2_O"
"Ramazzoite","Ramazzoite","[Mg_8_Cu^2+^_12_(PO_4_)(CO_3_)_4_(OH)_24_(H_2_O)_20_][(H_0.33_S^6+^O_4_)_3_(H_2_O)_36_]","[Mg_8_Cu_12_(PO_4_)(CO_3_)_4_(OH)_24_(H_2_O)_20_][(H_0.33_SO_4_)_3_(H_2_O)_36_]"
"Rambergite","Rambergite","Mn^2+^S^2-^","MnS"
"Ramdohrite","Ramdohrite","CdAg_5.5_Pb_12_Sb_21.5_S_48_","Pb_5.9_Fe_0.1_Mn_0.1_In_0.1_Cd_0.2_Ag_2.8_Sb_10.8_S_24_"
"Rameauite","Rameauite","K_2_Ca(U^6+^O_2_)_6_O_6_(OH)_4_·6H_2_O","K_2_Ca(UO_2_)_6_O_6_(OH)_4_·6H_2_O"
"Ramikite-(Y)","Ramikite-(Y)","Li_2_Na_6_(Y,Ca,REE)_3_Zr^4+^_3_(P^5+^O_4_)_6_(C^4+^O_3_)_2_O_2_(OH,F)_2_","Li_4_(Na,Ca)_12_(Y,Ca,REE)_6_Zr_6_(PO_4_)_12_(CO_3_)_4_O_4_[(OH),F]_4_"
"Rammelsbergite","Rammelsbergite","NiAs_2_","NiAs_2_"
"Ramsbeckite","Ramsbeckite","Cu^2+^_15_(S^6+^O_4_)_4_(OH)_22_·6H_2_O","Cu_15_(SO_4_)_4_(OH)_22_·6H_2_O"
"Ramsdellite","Ramsdellite","Mn^4+^O_2_","MnO_2_"
"Ranciéite","Rancieite","(Ca,Mn^2+^)_0.2_(Mn^4+^,Mn^3+^)O_2_·0.6H_2_O","(Ca,Mn^2+^)_0.2_(Mn^4+^,Mn^3+^)O_2_·0.6H_2_O"
"Rankachite","Rankachite","CaFe^2+^(V^5+^,V^3+^)_4_O_4_(WO_4_)_8_·12H_2_O","Ca_0.5_(V^4+^,V^5+^)(W^6+^,Fe^3+^)_2_O_8_(OH)·2H_2_O"
"Rankamaite","Rankamaite","(Na,K,Pb^2+^)(Ta^5+^,Nb^5+^,Al)_4_(O,OH)_10_","(Na,K)_3_(Ta,Nb,Al)_11_(O,OH)_31_"
"Rankinite","Rankinite","Ca_3_Si_2_O_7_","Ca_3_Si_2_O_7_"
"Ransomite","Ransomite","Cu^2+^Fe^3+^_2_(S^6+^O_4_)_4_·6H_2_O","CuFe^3+^_2_(SO_4_)_4_·6H_2_O"
"Ranunculite","Ranunculite","Al(UO_2_)(PO_3_OH)(OH)_3_·4H_2_O","Al(UO_2_)(PO_3_OH)(OH)_3_·4H_2_O"
"Rapidcreekite","Rapidcreekite","Ca_2_(SO_4_)(CO_3_)·4H_2_O","Ca_2_(SO_4_)(CO_3_)·4H_2_O"
"Rappoldite","Rappoldite","Pb^2+^Co^2+^_2_(As^5+^O_4_)_2_·2H_2_O","PbCo_2_(AsO_4_)_2_·2H_2_O"
"Raslakite","Raslakite","Na_15_Ca_3_Fe^2+^_3_(Na,Zr^4+^)_3_Zr^4+^_3_(Si,Nb^3+^)Si_25_O_73_(OH,H_2_O)_3_(Cl,OH)","Na_15_Ca_3_Fe_3_(Na,Zr)_3_Zr_3_(Si,Nb)Si_25_O_73_(OH,H_2_O)_3_(Cl,OH)"
"Raspite","Raspite","PbWO_4_","Pb(WO_4_)"
"Rastsvetaevite","Rastsvetaevite","Na_27_K_8_Ca_12_Fe^2+^_3_Zr^4+^_6_Si_52_O_144_(OH,O)_6_Cl_2_","Na_27_K_8_Ca_12_Fe_3_Zr_6_Si_52_O_144_(OH,O)_6_Cl_2_"
"Rasvumite","Rasvumite","KFe_2_S^2-^_3_","KFe_2_S_3_"
"Rathite","Rathite","Ag_2_Pb_12-x_Tl_x/2_As_18+x/2_S_40_","Ag_2_Pb_12-x_Tl_x/2_As_18+x/2_S_40_"
"Rathite-IV","Rathite-IV","Pb_3_As_5_S_10_","Pb_3_As_5_S_10_"
"Rauchite","Rauchite","Ni^2+^(U^6+^O_2_)_2_(As^5+^O_4_)_2_·10H_2_O","Ni(UO_2_)_2_(AsO_4_)_2_·10H_2_O"
"Rauenthalite","Rauenthalite","Ca_3_(As^5+^O_4_)_2_·10H_2_O","Ca_3_(AsO_4_)_2_·10H_2_O"
"Rauvite","Rauvite","Ca(UO_2_)_2_V^5+^_10_O_28_·16H_2_O","Ca(UO_2_)_2_V_10_O_28_·16H_2_O"
"Ravatite","Ravatite","C_14_H_10_","C_14_H_10_"
"Raygrantite","Raygrantite","Pb^2+^_10_Zn^2+^(S^6+^O_4_)_6_(SiO_4_)_2_(OH)_2_","Pb_10_Zn(SO_4_)_6_(SiO_4_)_2_(OH)_2_"
"Rayite","Rayite","(Ag,Tl)_2_Pb_8_Sb_8_S_21_","(Ag,Tl)_2_Pb_8_Sb_8_S_21_"
"Realgar","Realgar","AsS","AsS"
"Reaphookhillite","Reaphookhillite","MgZn^2+^_2_(PO_4_)_2_·4H_2_O","MgZn_2_(PO_4_)_2_·4H_2_O"
"Rebulite","Rebulite","Tl_5_Sb_5_As_8_S_22_","Tl_5_Sb_5_As_8_S_22_"
"Rectorite","Rectorite","(Na,Ca)Al_4_(Si,Al)_8_O_20_(OH)_4_·2H_2_O","(Na,Ca)Al_4_(Si,Al)_8_O_20_(OH)_4_·2H_2_O"
"Redcanyonite","Redcanyonite","(N^3-^H_4_)_2_Mn^2+^[(U^6+^O_2_)_4_O_4_(S^6+^O_4_)_2_](H_2_O)_4_","(NH_4_)_2_Mn[(UO_2_)_4_O_4_(SO_4_)_2_](H_2_O)_4_"
"Reddingite","Reddingite","Mn^2+^_3_(PO_4_)_2_·3H_2_O","Mn^2+^_3_(PO_4_)_2_·3H_2_O"
"Redgillite","Redgillite","Cu^2+^_6_S^6+^O_4_(OH)_10_·H_2_O","Cu_6_(SO_4_)(OH)_10_·H_2_O"
"Redingtonite","Redingtonite","Fe^2+^Cr^3+^_2_(S^6+^O_4_)_4_·22H_2_O","Fe^2+^Cr_2_(SO_4_)_4_·22H_2_O"
"Redledgeite","Redledgeite","Ba(Ti^4+^_6_Cr^3+^_2_)O_16_","Ba(Ti_6_Cr^3+^_2_)O_16_"
"Redondite","Redondite","AlPO_4_·2H_2_O","Al(PO_4_)·2H_2_O"
"Reederite-(Y)","Reederite-(Y)","(Na,Mn^2+^)_15_Y^3+^_2_(C^4+^O_3_)_9_(S^6+^O_3_F)Cl","(Na,Mn)_15_Y_2_(CO_3_)_9_(SO_3_F)Cl"
"Reedmergnerite","Reedmergnerite","NaBSi_3_O_8_","NaBSi_3_O_8_"
"Reevesite","Reevesite","Ni^2+^_6_Fe^3+^_2_C^4+^O_3_(OH)_16_·4H_2_O","Ni_6_Fe^3+^_2_(CO_3_)(OH)_16_·4H_2_O"
"Refikite","Refikite","C_20_H_34_O_2_","C_20_H_34_O_2_"
"Reichenbachite","Reichenbachite","Cu^2+^_5_(P^5+^O_4_)_2_(OH)_4_","Cu_5_(PO_4_)_2_(OH)_4_"
"Reidite","Reidite","Zr^4+^SiO_4_","Zr(SiO_4_)"
"Reinerite","Reinerite","Zn^2+^_3_(As^3+^O_3_)_2_","Zn_3_(AsO_3_)_2_"
"Reinhardbraunsite","Reinhardbraunsite","Ca_5_(SiO_4_)_2_(OH)_2_","Ca_5_(SiO_4_)_2_(OH)_2_"
"Rémondite-(Ce)","Remondite-(Ce)","Na_3_(Ce^3+^,La^3+^,Ca,Na,Sr)_3_(CO_3_)_5_","Na_3_(Ce,La,Ca,Na,Sr)_3_(CO_3_)_5_"
"Rémondite-(La)","Remondite-(La)","Na_3_(La,Ce,Ca)_3_(CO_3_)_5_","Na_3_(La,Ce,Ca)_3_(CO_3_)_5_"
"Renardite","Renardite","Pb(UO_2_)_4_(PO_4_)_2_(OH)_4_·7(H_2_O)","Pb(UO_2_)_4_(PO_4_)_2_(OH)_4_·7H_2_O"
"Rengeite","Rengeite","Sr_4_Ti^4+^_4_Zr^4+^O_8_(Si_2_O_7_)_2_","Sr_4_Ti_4_ZrO_8_(Si_2_O_7_)_2_"
"Renierite","Renierite","(Cu^1+^,Cu^2+^Zn^2+^)_11_(Fe^2+^,Fe^3+^)_4_(Ge^4+^,As^5+^)_2_S^2-^_16_","(Cu^1+^,Zn)_11_Fe_4_(Ge^4+^,As^5+^)_2_S_16_"
"Reppiaite","Reppiaite","Mn^2+^_5_(V^5+^O_4_)_2_(OH)_4_","Mn^2+^_5_(VO_4_)_2_(OH)_4_"
"Retgersite","Retgersite","Ni^2+^S^6+^O_4_·6H_2_O","Ni(SO_4_)·6H_2_O"
"Retzian-(Ce)","Retzian-(Ce)","Mn^2+^_2_Ce^3+^As^5+^O_4_(OH)_4_","Mn^2+^_2_Ce(AsO_4_)(OH)_4_"
"Retzian-(La)","Retzian-(La)","Mn^2+^_2_La^3+^As^5+^O_4_(OH)_4_","Mn^2+^_2_La(AsO_4_)(OH)_4_"
"Retzian-(Nd)","Retzian-(Nd)","Mn^2+^_2_Nd^3+^(As^5+^O_4_)(OH)_4_","Mn^2+^_2_Nd(AsO_4_)(OH)_4_"
"Revdite","Revdite","Na_16_Si_16_O_27_(OH)_26_·28H_2_O","Na_16_Si_16_O_27_(OH)_26_·28H_2_O"
"Reyerite","Reyerite","Na_2_Ca_14_Al_2_Si_22_O_58_(OH)_8_·6H_2_O","Na_2_Ca_14_Al_2_Si_22_O_58_(OH)_8_·6H_2_O"
"Reynoldsite","Reynoldsite","Pb^2+^_2_Mn^4+^_2_O_5_(Cr^6+^O_4_)","Pb_2_Mn^4+^_2_O_5_(CrO_4_)"
"Rhabdoborite-(V)","Rhabdoborite-(V)","Mg_12_(V^5+^,Mo^6+^,W^6+^)_1.5_O_6_{[BO_3_]_6-x_[(P,As^5+^)O_4_]_x_F_2-x_} (x < 1)","Mg_12_(V^5+^,Mo^6+^,W^6+^)_1.5_O_6_{[BO_3_]_6-x_[(P,As)O_4_]_x_F_2-x_} (x < 1)"
"Rhabdoborite-(W)","Rhabdoborite-(W)","Mg_12_(W^6+^,V^5+^)_1.5_O_6_{[BO_3_]_6-x_[(P,As^5+^)O_4_]_x_F_2-x_} (x < 1)","Mg_12_(W^6+^,V^5+^)_1.5_O_6_{[BO_3_]_6-x_[(P,As)O_4_]_x_F_2-x_} (x < 1)"
"Rhabdophane-(Ce)","Rhabdophane-(Ce)","CePO_4_·H_2_O","Ce(PO_4_)·H_2_O"
"Rhabdophane-(La)","Rhabdophane-(La)","LaPO_4_·H_2_O","La(PO_4_)·H_2_O"
"Rhabdophane-(Nd)","Rhabdophane-(Nd)","NdPO_4_·H_2_O","Nd(PO_4_)·H_2_O"
"Rhabdophane-(Y)","Rhabdophane-(Y)","YPO_4_·H_2_O","Y(PO_4_)·H_2_O"
"Rheniite","Rheniite","ReS_2_","ReS_2_"
"Rhodarsenide","Rhodarsenide","Rh_2_As","Rh_2_As"
"Rhodesite","Rhodesite","K_2_Ca_2_Si_8_O_19_·5H_2_O","KHCa_2_Si_8_O_19_·5H_2_O"
"Rhodium","Rhodium","Rh","Rh"
"Rhodizite","Rhodizite","KAl_4_Be_5_B_11_O_28_","KBe_4_Al_4_(B_11_Be)O_28_"
"Rhodochrosite","Rhodochrosite","Mn^2+^CO_3_","Mn(CO_3_)"
"Rhodonite","Rhodonite","Mn^2+^SiO_3_","Mn^2+^SiO_3_"
"Rhodostannite","Rhodostannite","Cu^1+^(Fe^2+^_0.5_Sn^4+^_1.5_)S^2-^_4_","Cu^1+^(Fe^2+^_0.5_Sn^4+^_1.5_)S_4_"
"Rhodplumsite","Rhodplumsite","Rh_3_Pb_2_S_2_","Rh_3_Pb_2_S_2_"
"Rhomboclase","Rhomboclase","(H_3_O)Fe^3+^(S^6+^O_4_)_2_·3H_2_O","(H_5_O_2_)Fe^3+^(SO_4_)_2_·2H_2_O"
"Rhönite","Rhonite","Ca_4_(Mg_8_Fe^3+^_2_Ti^4+^_2_)O_4_[Si_6_Al_6_O_36_]","Ca_4_[Mg_8_Fe^3+^_2_Ti_2_]O_4_[Si_6_Al_6_O_36_]"
"Ribbeite","Ribbeite","Mn^2+^_5_(SiO_4_)_2_(OH)_2_","Mn^2+^_5_(SiO_4_)_2_(OH)_2_"
"Richardsollyite","Richardsollyite","Tl^1+^Pb^2+^As^3+^S^2-^_3_","TlPbAsS_3_"
"Richellite","Richellite","(Ca,Fe^2+^)(Fe^3+^,Al)_2_(PO_4_)_2_(OH)_2_","CaFe^3+^_2_(PO_4_)_2_(OH,F)_2_"
"Richelsdorfite","Richelsdorfite","Ca_2_Cu^2+^_5_Sb^5+^(As^5+^O_4_)_4_(OH)_6_Cl·6H_2_O","Ca_2_Cu_5_Sb^5+^(AsO_4_)_4_(OH)_6_Cl·6H_2_O"
"Richetite","Richetite","(Fe^3+^,Mg)_x_Pb^2+^_8.6_(UO_2_)_36_O_36_(OH)_24_·41H_2_O","(Fe^3+^,Mg)_x_Pb^2+^_8.6_(UO_2_)_36_O_36_(OH)_24_·41H_2_O"
"Richterite","Richterite","Na(CaNa)Mg_5_Si_8_O_22_(OH)_2_","Na(NaCa)Mg_5_Si_8_O_22_(OH)_2_"
"Rickardite","Rickardite","Cu_2.64-3.00_Te_2_","Cu_3-x_Te_2_"
"Rickturnerite","Rickturnerite","Pb_7_O_4_[Mg(OH)_4_](OH)Cl_3_","Pb_7_O_4_[Mg(OH)_4_](OH)Cl_3_"
"Riebeckite","Riebeckite","[box]Na_2_(Fe^2+^_3_Fe^3+^_2_)Si_8_O_22_(OH)_2_","[box]Na_2_(Fe^2+^_3_Fe^3+^_2_)Si_8_O_22_(OH)_2_"
"Riesite","Riesite","Ti^4+^O_2_","TiO_2_"
"Rietveldite","Rietveldite","Fe^2+^(U^6+^O_2_)(S^6+^O_4_)_2_(H_2_O)_5_","Fe(UO_2_)(SO_4_)_2_(H_2_O)_5_"
"Rilandite","Rilandite","Cr^3+^_6_SiO_11_·5H_2_O","Cr_6_SiO_11_·5H_2_O (?)"
"Rimkorolgite","Rimkorolgite","BaMg_5_(PO_4_)_4_·8H_2_O","BaMg_5_(PO_4_)_4_·8H_2_O"
"Ringwoodite","Ringwoodite","Mg_2_SiO_4_","SiMg_2_O_4_"
"Rinkite-(Ce)","Rinkite-(Ce)","(Ca_3_Ce^3+^)Na(NaCa)Ti^4+^(Si_2_O_7_)_2_(OF)F_2_","(Ca_3_REE)Na(NaCa)Ti(Si_2_O_7_)_2_(OF)F_2_"
"Rinkite-(Y)","Rinkite-(Y)","Na_2_Ca_4_YTi^4+^(Si_2_O_7_)_2_OF_3_","Na_2_Ca_4_YTi(Si_2_O_7_)_2_OF_3_"
"Rinmanite","Rinmanite","Mg_2_Fe^3+^_4_Zn^2+^_2_Sb^5+^_2_O_14_(OH)_2_","Mg_2_Fe_4_Zn_2_Sb_2_O_14_(OH)_2_"
"Rinneite","Rinneite","K_3_NaFe^2+^Cl_6_","K_3_NaFe^2+^Cl_6_"
"Riomarinaite","Riomarinaite","BiSO_4_(OH)·H_2_O","Bi(SO_4_)(OH)·H_2_O"
"Ríosecoite","Riosecoite","Ca_2_Mg(As^5+^O_3_OH)_3_(H_2_O)_2_","Ca_2_Mg(AsO_3_OH)_3_(H_2_O)_2_"
"Riotintoite","Riotintoite","Al(S^6+^O_4_)(OH)·3H_2_O","Al(SO_4_)(OH)·3H_2_O"
"Rippite","Rippite","K_2_(Nb^5+^,Ti^4+^)_2_(Si_4_O_12_)O(O,F)","K_2_(Nb,Ti)_2_(Si_4_O_12_)O(O,F)"
"Rittmannite","Rittmannite","Mn^2+^Mn^2+^Fe^2+^_2_Al_2_(PO_4_)_4_(OH)_2_·8H_2_O","(Mn^2+^,Ca)Mn^2+^(Fe^2+^,Mn^2+^,Mg)_2_(Al,Fe^3+^)_2_(PO_4_)_4_(OH)_2_·8H_2_O"
"Rivadavite","Rivadavite","Na_6_Mg[B_6_O_7_(OH)_6_]_4_·10H_2_O","Na_6_Mg[B_6_O_7_(OH)_6_]_4_·10H_2_O"
"Riversideite","Riversideite","Ca_5_Si_6_O_16_(OH)_2_·2H_2_O","Ca_5_Si_6_O_16_(OH)_2_·2H_2_O"
"Roaldite","Roaldite","(Fe,Ni)_4_N","(Fe,Ni)_4_N"
"Robertsite","Robertsite","Ca_2_Mn^3+^_3_O_2_(PO_4_)_3_·3H_2_O","Ca_2_Mn^3+^_3_O_2_(PO_4_)_3_·3H_2_O"
"Robinsonite","Robinsonite","Pb_4_Sb_6_S_13_","Pb_4_Sb_6_S_13_"
"Rockbridgeite","Rockbridgeite","(Fe^2+^_0.5_Fe^3+^_0.5_)_2_Fe^3+^_3_(PO_4_)_3_(OH)_5_","(Fe^2+^_0.5_Fe^3+^_0.5_)_2_Fe^3+^_3_(PO_4_)_3_(OH)_5_"
"Rodalquilarite","Rodalquilarite","H_3_Fe^3+^_2_(Te^4+^O_3_)_4_Cl^1-^","H_3_Fe^3+^_2_(Te^4+^O_3_)_4_Cl"
"Rodolicoite","Rodolicoite","Fe^3+^PO_4_","Fe^3+^(PO_4_)"
"Roeblingite","Roeblingite","Pb_2_Ca_6_Mn^2+^(Si_3_O_9_)_2_(SO_4_)_2_(OH)_2_·4H_2_O","Ca_6_Mn^2+^Pb_2_(Si_3_O_9_)_2_(SO_4_)_2_(OH)_2_·4H_2_O"
"Roedderite","Roedderite","KNaMg_2_(Mg_3_Si_12_)O_30_","KNaMg_2_(Mg_3_Si_12_)O_30_"
"Rogermitchellite","Rogermitchellite","Na_6_(Sr,Na)_12_Ba_2_Zr^4+^_13_Si_39_(B,Si)_6_O_123_(OH)_12_·9H_2_O","Na_6_Sr_12_Ba_2_Zr_13_Si_39_B_4_O_123_(OH)_6_·20H_2_O"
"Roggianite","Roggianite","Ca_2_BeAl_2_Si_4_O_13_(OH)_2_·nH_2_O (n < 2.5)","Ca_2_BeAl_2_Si_4_O_13_(OH)_2_·nH_2_O (n < 2.5)"
"Rohaite","Rohaite","(Tl,Pb,K)_2_Cu_8.7_Sb_2_S_4_","(Tl,Pb,K)_2_Cu_8.7_Sb_2_S_4_"
"Rokühnite","Rokuhnite","Fe^2+^Cl_2_·2H_2_O","FeCl_2_·2H_2_O"
"Rollandite","Rollandite","Cu^2+^_3_(As^5+^O_4_)_2_·4H_2_O","Cu_3_(AsO_4_)_2_·4H_2_O"
"Romanèchite","Romanechite","(Ba,H_2_O)_2_(Mn^4+^,Mn^3+^)_5_O_10_","(Ba,H_2_O)_2_(Mn^4+^,Mn^3+^)_5_O_10_"
"Romanorlovite","Romanorlovite","K_11_Cu^2+^_9_Cl_25_(OH)_4_·2H_2_O","K_11_Cu_9_Cl_25_(OH)_4_·2H_2_O"
"Romarchite","Romarchite","SnO","SnO"
"Römerite","Romerite","Fe^2+^Fe^3+^_2_(S^6+^O_4_)_4_·14H_2_O","Fe^2+^Fe^3+^_2_(SO_4_)_4_·14H_2_O"
"Rondorfite","Rondorfite","Ca_8_Mg(SiO_4_)_4_Cl_2_","Ca_8_Mg(SiO_4_)_4_Cl_2_"
"Rongibbsite","Rongibbsite","Pb_2_(AlSi_4_)O_11_(OH)","Pb_2_(Si_4_Al)O_11_(OH)"
"Ronneburgite","Ronneburgite","K_2_Mn^2+^V^5+^_4_O_12_","K_2_MnV_4_O_12_"
"Röntgenite-(Ce)","Rontgenite-(Ce)","Ca_2_Ce_3_(CO_3_)_5_F_3_","Ca_2_Ce_3_(CO_3_)_5_F_3_"
"Rooseveltite","Rooseveltite","Bi^3+^As^5+^O_4_","Bi(AsO_4_)"
"Roquesite","Roquesite","Cu^1+^In^3+^S^2-^_2_","CuInS_2_"
"Rorisite","Rorisite","CaClF","CaClF"
"Rosasite","Rosasite","Cu^2+^Zn^2+^CO_3_(OH)_2_","CuZn(CO_3_)(OH)_2_"
"Roscherite","Roscherite","Ca_2_Mn^2+^_5_Be_4_(PO_4_)_6_(OH)_4_·6H_2_O","Ca_2_Mn^2+^_5_Be_4_(PO_4_)_6_(OH)_4_·6H_2_O"
"Roscoelite","Roscoelite","KV^3+^_2_(Si_3_Al)O_10_(OH)_2_","KV^3+^_2_(Si_3_Al)O_10_(OH)_2_"
"Roselite","Roselite","Ca_2_Co^2+^(As^5+^O_4_)_2_·2H_2_O","Ca_2_Co(AsO_4_)_2_·2H_2_O"
"Roselite-β","Roselite-beta","Ca_2_Co^2+^(As^5+^O_4_)_2_·2H_2_O","Ca_2_Co(AsO_4_)_2_·2H_2_O"
"Rosemaryite","Rosemaryite","NaMn^2+^Fe^3+^Al(PO_4_)_3_","NaMn^2+^Fe^3+^Al(PO_4_)_3_"
"Rosenbergite","Rosenbergite","AlF[F_0.5_(H_2_O)_0.5_]_4_·H_2_O","AlF[F_0.5_(H_2_O)_0.5_]_4_·H_2_O"
"Rosenbuschite","Rosenbuschite","Ca_6_Zr^4+^_2_Na_6_Zr^4+^Ti^4+^(Si_2_O_7_)_4_(OF)_2_F_4_","Ca_6_Zr_2_Na_6_ZrTi(Si_2_O_7_)_4_(OF)_2_F_4_"
"Rosenhahnite","Rosenhahnite","Ca_3_Si_3_O_8_(OH)_2_","Ca_3_Si_3_O_8_(OH)_2_"
"Roshchinite","Roshchinite","(Ag,Cu)_19_Pb_10_Sb_51_S_96_","(Ag,Cu)_19_Pb_10_Sb_51_S_96_"
"Rosiaite","Rosiaite","Pb^2+^Sb^5+^_2_O_6_","PbSb_2_O_6_"
"Rosickýite","Rosickyite","S","S"
"Rosièresite","Rosieresite","Pb_x_Cu_y_Al_z_(PO_4_)_m_·nH_2_O","[Pb,Cu,Al,PO_4_,H_2_O] (?)"
"Rossiantonite","Rossiantonite","Al_3_(PO_4_)(S^6+^O_4_)_2_(OH)_2_·14H_2_O","Al_3_(PO_4_)(SO_4_)_2_(OH)_2_(H_2_O)_10_·4H_2_O"
"Rossite","Rossite","Ca(V^5+^O_3_)_2_·4H_2_O","Ca(VO_3_)_2_·4H_2_O"
"Rösslerite","Rosslerite","Mg(As^5+^O_3_OH)·7H_2_O","Mg(AsO_3_OH)·7H_2_O"
"Rossmanite","Rossmanite","[box](LiAl_2_)Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_OH","[box](Al_2_Li)Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_(OH)"
"Rossovskyite","Rossovskyite","(Fe^3+^,Ta^5+^)(Nb^5+^,Ti^4+^)O_4_","(Fe^3+^,Ta)(Nb,Ti)O_4_"
"Rostite","Rostite","AlSO_4_(OH)·5H_2_O","Al(SO_4_)(OH)·5H_2_O"
"Rouaite","Rouaite","Cu^2+^_2_N^5+^O_3_(OH)_3_","Cu_2_(NO_3_)(OH)_3_"
"Roubaultite","Roubaultite","Cu^2+^_2_O_2_(U^6+^O_2_)_3_(CO_3_)_2_(OH)_2_·4H_2_O","Cu_2_O_2_(UO_2_)_3_(CO_3_)_2_(OH)_2_·4H_2_O"
"Roumaite","Roumaite","(Ca,Na,Ce^3+^,[box])_7_(Nb^5+^,Ti^4+^)(Si_2_O_7_)_2_(OH)F_3_","(Nb,Ti)(Ca,Na,[box])_3_(Ca,REE)_4_(Si_2_O_7_)_2_(OH)F_3_"
"Rouseite","Rouseite","Pb^2+^_2_Mn^2+^(As^3+^O_3_)_2_·2H_2_O","Pb_2_Mn^2+^(AsO_3_)_2_·2H_2_O"
"Routhierite","Routhierite","Cu^1+^Hg^2+^_2_Tl^1+^As^3+^_2_S^2-^_6_","TlCuHg_2_As_2_S_6_"
"Rouvilleite","Rouvilleite","Na_3_CaMn^2+^(CO_3_)_3_F","Na_3_CaMn^2+^(CO_3_)_3_F"
"Rouxelite","Rouxelite","Cu_2_HgPb_22_Sb_28_S_64_(O,S)_2_","Cu_2_HgPb_22_Sb_28_S_64_(O,S)_2_"
"Roweite","Roweite","Ca_2_Mn^2+^_2_B_4_O_7_(OH)_6_","Ca_2_Mn^2+^_2_B_4_O_7_(OH)_6_"
"Rowlandite-(Y)","Rowlandite-(Y)","Fe^2+^Y_4_(Si_2_O_7_)_2_F_2_","Fe^2+^Y_4_(Si_2_O_7_)_2_F_2_"
"Rowleyite","Rowleyite","[Na(N^3-^H_4_,K)_9_Cl_4_][(V^5+^,V^4+^)_2_(P^5+^,As^5+^)O_8_]_6_·<i>n</i>[H_2_O,Na,N^3-^H_4_,K,Cl]","[Na(NH_4_,K)_9_Cl_4_][V^5+,4+^_2_(P,As)O_8_]_6_·n[H_2_O,Na,NH_4_,K,Cl]"
"Roxbyite","Roxbyite","Cu_1.78_S","Cu_9_S_5_"
"Roymillerite","Roymillerite","Pb^2+^_24_Mg_9_(Si_10_O_28_)(CO_3_)_10_(BO_3_)(SiO_4_)(OH)_13_O_5_","Pb_24_Mg_9_(Si_10_O_28_)(CO_3_)_10_(BO_3_)(SiO_4_)(OH)_13_O_5_"
"Rozenite","Rozenite","Fe^2+^S^6+^O_4_·4H_2_O","Fe^2+^(SO_4_)·4H_2_O"
"Rozhdestvenskayaite","Rozhdestvenskayaite","Ag^1+^_10_Zn^2+^_2_Sb^3+^_4_S^2-^_13_","Ag_10_Zn_2_Sb_4_S_13_"
